"rank","persona_id","role","role_label","work_setting","life_stage","time_pressure","personal_priority","primary_goal","completed_first_value","wow_moment","love_score","use_again_score","family_time_back_resonance_score","outcome_tier","primary_pain_point"
"1625","DEMO-TEST-SL-5000-TRAINER-0890","trainer","Trainer","trade-school lab","sandwich caregiver","unpredictable on-call schedule","avoid a weekend callback","run a five-minute field lesson","true","true","72.4","75","93.7","promising","training value is hidden until after a PartSnap result"
"1626","DEMO-TEST-SL-5000-FACILITY-0094","facility","Facility / CPO","municipal or school facility","late career or empty nest","second job or side work","teach the next person faster","run a daily pool check","false","false","72.4","70.8","76.6","failed_first_value","facility completion packet needs richer evidence capture"
"1627","DEMO-TEST-SL-5000-FACILITY-0406","facility","Facility / CPO","swim school","late career or empty nest","school or daycare pickup","get home for dinner","run a daily pool check","false","false","72.4","69.8","81.6","failed_first_value","facility completion packet needs richer evidence capture"
"1628","DEMO-TEST-SL-5000-FACILITY-0304","facility","Facility / CPO","municipal or school facility","sandwich caregiver","school or daycare pickup","teach the next person faster","prepare an escalation packet","false","false","72.4","67.6","82","failed_first_value","facility completion packet needs richer evidence capture"
"1629","DEMO-TEST-SL-5000-COUNTER-0938","counter","Counter / Distributor","manufacturer support desk","established family","unpredictable on-call schedule","avoid a weekend callback","identify a walk-in part","true","true","72.3","79.8","88","promising","proof packet value is invisible before the first successful scan"
"1630","DEMO-TEST-SL-5000-COUNTER-0662","counter","Counter / Distributor","manufacturer support desk","sandwich caregiver","school or daycare pickup","protect customer or facility trust","collect the missing label proof","true","true","72.3","79.6","88.1","promising","proof packet value is invisible before the first successful scan"
"1631","DEMO-TEST-SL-5000-COUNTER-0667","counter","Counter / Distributor","independent pool store","raising young children","elder-care responsibility","protect customer or facility trust","send a vendor packet","true","true","72.3","79.6","88.1","promising","proof packet value is invisible before the first successful scan"
"1632","DEMO-TEST-SL-5000-TRAINER-0577","trainer","Trainer","CPO classroom","established family","elder-care responsibility","avoid a weekend callback","teach proof before ordering","true","true","72.3","78","88.3","promising","training value is hidden until after a PartSnap result"
"1633","DEMO-TEST-SL-5000-COUNTER-0771","counter","Counter / Distributor","manufacturer support desk","established family","second job or side work","avoid a weekend callback","compare possible part families","true","true","72.3","76.9","88.5","promising","proof packet value is invisible before the first successful scan"
"1634","DEMO-TEST-SL-5000-TRAINER-0947","trainer","Trainer","trade-school lab","sandwich caregiver","protect dinner at home","avoid a weekend callback","use a facility scenario","true","true","72.3","76.9","89.4","promising","training value is hidden until after a PartSnap result"
"1635","DEMO-TEST-SL-5000-COUNTER-0859","counter","Counter / Distributor","independent pool store","early career","unpredictable on-call schedule","protect customer or facility trust","compare possible part families","true","true","72.3","76.4","83.7","promising","proof packet value is invisible before the first successful scan"
"1636","DEMO-TEST-SL-5000-FACILITY-0430","facility","Facility / CPO","hotel or resort","raising young children","protect dinner at home","feel confident without calling a boss","respond to a contamination event","false","false","72.3","68.9","77.8","failed_first_value","facility completion packet needs richer evidence capture"
"1637","DEMO-TEST-SL-5000-FACILITY-0555","facility","Facility / CPO","apartment or HOA pool","sandwich caregiver","school or daycare pickup","feel confident without calling a boss","prepare an escalation packet","true","false","72.3","66.7","82","promising","facility completion packet needs richer evidence capture"
"1638","DEMO-TEST-SL-5000-COUNTER-0083","counter","Counter / Distributor","regional distributor counter","established family","unpredictable on-call schedule","avoid a weekend callback","send a vendor packet","true","true","72.2","77.8","88.3","promising","proof packet value is invisible before the first successful scan"
"1639","DEMO-TEST-SL-5000-COUNTER-0657","counter","Counter / Distributor","regional distributor counter","established family","unpredictable on-call schedule","teach the next person faster","reduce a wrong counter sale","true","true","72.2","76.7","83.6","promising","proof packet value is invisible before the first successful scan"
"1640","DEMO-TEST-SL-5000-TRAINER-0710","trainer","Trainer","independent online training","raising young children","elder-care responsibility","avoid a weekend callback","practice escalation questions","true","true","72.2","76.7","93.4","promising","training value is hidden until after a PartSnap result"
"1641","DEMO-TEST-SL-5000-HOMEOWNER-0939","homeowner","Homeowner","HOA board volunteer","established family","protect dinner at home","avoid a weekend callback","know when to stop and call a pro","true","true","72.2","73.7","85","promising","technical navigation remains too broad for homeowner mode"
"1642","DEMO-TEST-SL-5000-COUNTER-0074","counter","Counter / Distributor","regional distributor counter","sandwich caregiver","school or daycare pickup","protect customer or facility trust","send a vendor packet","true","true","72.1","79.9","88","promising","proof packet value is invisible before the first successful scan"
"1643","DEMO-TEST-SL-5000-TRAINER-0362","trainer","Trainer","manufacturer training","raising young children","unpredictable on-call schedule","protect customer or facility trust","review a mystery part","true","true","72.1","78","88.2","promising","training value is hidden until after a PartSnap result"
"1644","DEMO-TEST-SL-5000-TRAINER-0785","trainer","Trainer","CPO classroom","late career or empty nest","elder-care responsibility","protect customer or facility trust","run a five-minute field lesson","true","true","72.1","77.7","83.4","promising","training value is hidden until after a PartSnap result"
"1645","DEMO-TEST-SL-5000-COUNTER-0425","counter","Counter / Distributor","regional distributor counter","sandwich caregiver","unpredictable on-call schedule","avoid a weekend callback","send a vendor packet","true","true","72.1","76.2","93.4","promising","proof packet value is invisible before the first successful scan"
"1646","DEMO-TEST-SL-5000-HOMEOWNER-0016","homeowner","Homeowner","short-term rental owner","late career or empty nest","school or daycare pickup","teach the next person faster","check a basic dosing input","true","true","72.1","72.3","84.1","promising","technical navigation remains too broad for homeowner mode"
"1647","DEMO-TEST-SL-5000-COUNTER-0382","counter","Counter / Distributor","mobile parts seller","established family","unpredictable on-call schedule","avoid a weekend callback","compare possible part families","true","true","72","78.9","88.1","promising","proof packet value is invisible before the first successful scan"
"1648","DEMO-TEST-SL-5000-COUNTER-0600","counter","Counter / Distributor","mobile parts seller","raising young children","second job or side work","protect customer or facility trust","identify a walk-in part","true","true","72","77.5","88.3","promising","proof packet value is invisible before the first successful scan"
"1649","DEMO-TEST-SL-5000-TRAINER-0217","trainer","Trainer","service-company ride-along","established family","school or daycare pickup","get home for dinner","practice escalation questions","true","true","72","77.5","88.3","promising","training value is hidden until after a PartSnap result"
